intercept,one_worth_coef,two_worth_coef,one_kills_coef,two_kills_coef,one_obj_coef,two_obj_coef,time_coef
4.961345160792289821e-01
1.325488346265168541e-05
7.000665852307551688e-06
-4.323460797039545278e-02
2.099295624793595313e-02
-4.882409977950597640e-02
0.000000000000000000e+00
-9.498142261789124016e-04
